record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR046,Muck Rack,Lagledarbyte i Vetlanda Speedway - efter två månader på posten,Lagledarbyte i Vetlanda Speedway – efter två månader på posten,2021-04-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHhgtR/lagledarbyte-i-vetlanda-speedway-efter-tva-manader-pa-posten,https://www.svt.se/nyheter/lokalt/jonkoping/lagledarbyte-i-vetlanda-speedway-efter-tva-manader-pa-posten,original_url_found,verified_original,DG056,unique,high,Muck Rack raw date: 5 years ago. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata.
MR047,Muck Rack,Polis avlossade skott i garage - får varning,Polis avlossade skott i garage – får varning,2021-04-06,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHIbyO/polis-avlossade-skott-i-garage-far-varning,https://www.svt.se/nyheter/lokalt/jonkoping/polis-avlossade-skott-i-garage-far-varning,original_url_found,verified_original,DG057,unique,high,Muck Rack raw date: 5 years ago. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata.
MR048,Muck Rack,Jönköpings nedstängning kan gett effekt - lugnare påsk än förväntat,Jönköpings nedstängning kan gett effekt – lugnare påsk än förväntat,2021-04-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHUhOe/jonkopings-nedstangning-kan-gett-effekt-lugnare-pask-an-forvantat,https://www.svt.se/nyheter/lokalt/jonkoping/nedstangningen-kan-ha-haft-effekt-ovanligt-lugn-paskafton-i-jonkoping,original_url_found,verified_original,DG058,unique,high,Muck Rack raw date: 5 years ago. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata.
MR049,Muck Rack,Man dog på sjukhus efter olycka med fyrhjuling,Man dog på sjukhus efter olycka med fyrhjuling,2021-04-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHU1f1/man-dog-pa-sjukhus-efter-olycka-med-fyrhjuling,https://www.svt.se/nyheter/lokalt/jonkoping/man-dog-pa-sjukhus-efter-olycka-med-fyrhjuling,original_url_found,verified_original,DG059,unique,high,Muck Rack raw date: 5 years ago. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata.
MR050,Muck Rack,SMHI: Stor risk för gräsbränder i hela länet,SMHI: Stor risk för gräsbränder i hela länet,2021-04-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oH6pNi/smhi-stor-risk-for-grasbrander-i-hela-lanet,https://www.svt.se/nyheter/lokalt/jonkoping/smhi-stor-risk-for-grasbrander-i-hela-lanet,original_url_found,verified_original,DG060,unique,high,Muck Rack raw date: 5 years ago. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata.
MR051,Muck Rack,Fylla och misshandel under stökig bilträff i Nässjö,Fylla och misshandel under stökig bilträff i Nässjö,2021-04-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHlcsM/fylla-och-misshandel-under-stokig-biltraff-i-nassjo,https://www.svt.se/nyheter/lokalt/jonkoping/man-som-lag-pa-marken-sparkades-pa-stokig-biltraff-flera-poliser-larmades-till-platsen,original_url_found,verified_original,DG061,unique,high,"Muck Rack raw date: Apr 03, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR052,Muck Rack,Fältarnas uppmaning: ”Håll era tonåringar hemma i påsk”,Fältarnas uppmaning: ”Håll era tonåringar hemma i påsk”,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oH95UR/faltarnas-uppmaning-hall-era-tonaringar-hemma-i-pask,https://www.svt.se/nyheter/lokalt/jonkoping/faltarnas-uppmaning-hall-era-tonaringar-hemma-i-pask,original_url_found,verified_original,DG062,unique,high,"Muck Rack raw date: Apr 01, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR053,Muck Rack,Tre män döms till fängelse för att ha hanterat halvt ton sprängmedel,Tre män döms till fängelse för att ha hanterat halvt ton sprängmedel,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHY1pV/tre-man-doms-till-fangelse-for-att-ha-hanterat-halvt-ton-sprangmedel,https://www.svt.se/nyheter/lokalt/jonkoping/tre-man-doms-till-fangelse-for-att-ha-hanterat-halvt-ton-sprangmedel,original_url_found,verified_original,DG063,unique,high,"Muck Rack raw date: Apr 01, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR054,Muck Rack,Fyra tips om vad du ska tänka på när du påskhandlar,Fyra tips om vad du ska tänka på när du påskhandlar,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHROVO/fyra-tips-om-vad-du-ska-tanka-pa-nar-du-paskhandlar,https://www.svt.se/nyheter/lokalt/jonkoping/det-har-ska-du-tanka-pa-nar-du-paskhandlar,original_url_found,verified_original,DG064,unique,high,"Muck Rack raw date: Apr 01, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR055,Muck Rack,Yousif William: ”Jag är jättetrött på restriktionerna”,Yousif William: ”Jag är jättetrött på restriktionerna”,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHRgj0/yousif-william-jag-ar-jattetrott-pa-restriktionerna,https://www.svt.se/nyheter/lokalt/jonkoping/yousif-jag-ar-jattetrott-pa-restriktionerna,original_url_found,verified_original,DG065,unique,high,"Muck Rack raw date: Mar 31, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR056,Muck Rack,Många restriktioner - men det här är det viktigaste att hålla koll på,Många restriktioner – men det här är det viktigaste att hålla koll på,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHRgjs/manga-restriktioner-men-det-har-ar-det-viktigaste-att-halla-koll-pa,https://www.svt.se/nyheter/lokalt/jonkoping/massa-restriktioner-men-det-har-ar-det-viktigaste-att-halla-koll-pa,original_url_found,verified_original,DG066,unique,high,"Muck Rack raw date: Mar 31, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR057,Muck Rack,Matbutiken kallar på vakter inför påskhandeln,Matbutiken kallar på vakter inför påskhandeln,2021-04-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHRgjH/matbutiken-kallar-pa-vakter-infor-paskhandeln,https://www.svt.se/nyheter/lokalt/jonkoping/willys-kallar-pa-vakter-infor-paskhandeln,original_url_found,verified_original,DG067,unique,high,"Muck Rack raw date: Mar 31, 2021. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR058,Muck Rack,Så bra är vi på att följa corona-restriktionerna,Så bra är vi på att följa corona-restriktionerna,2021-03-31,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHpn89/sa-bra-ar-vi-pa-att-folja-corona-restriktionerna,https://www.svt.se/nyheter/lokalt/jonkoping/sa-bra-ar-vi-pa-att-folja-corona-restriktionerna,original_url_found,verified_original,DG068,unique,high,"Muck Rack raw date: Mar 30, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR059,Muck Rack,SVT kollade bussarna - så många bar munskydd i rusningstid,SVT kollade bussarna – så många bar munskydd i rusningstid,2021-03-31,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oHpnxO/svt-kollade-bussarna-sa-manga-bar-munskydd-i-rusningstid,https://www.svt.se/nyheter/lokalt/jonkoping/svt-kollade-hur-manga-som-hade-munskydd-i-rusningstid-har-ar-resultatet,original_url_found,verified_original,DG069,unique,high,"Muck Rack raw date: Mar 30, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR060,Muck Rack,Regionen tvingades begära hjälp - så är läget idag,Regionen tvingades begära hjälp – så är läget idag,2021-03-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oQVOsH/regionen-tvingades-begara-hjalp-sa-ar-laget-idag,https://www.svt.se/nyheter/lokalt/jonkoping/sa-har-hjalp-underlattat-for-region-jonkopings-lan,original_url_found,verified_original,DG070,unique,high,"Muck Rack raw date: Mar 22, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR061,Muck Rack,Tvingas betala 100 000 kronor till Försäkringskassan inom 30 dagar,Tvingas betala 100 000 kronor till Försäkringskassan inom 30 dagar,2021-03-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oQrbo7/tvingas-betala-100-000-kronor-till-forsakringskassan-inom-30-dagar,https://www.svt.se/nyheter/lokalt/jonkoping/tvingas-betala-100-000-kronor-till-forsakringskassan-inom-30-dagar,original_url_found,verified_original,DG071,unique,high,"Muck Rack raw date: Mar 20, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR062,Muck Rack,Meröppna filialer - men biblioteksbussen avvecklas,Meröppna filialer – men biblioteksbussen avvecklas,2021-03-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oQTq20/meroppna-filialer-men-biblioteksbussen-avvecklas,https://www.svt.se/nyheter/lokalt/jonkoping/meroppna-filialer-men-biblioteksbussen-avecklas,original_url_found,verified_original,DG072,unique,high,"Muck Rack raw date: Mar 19, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR063,Muck Rack,Länsmusset välkomnar besökare igen,Länsmuseet välkomnar begränsat antal besökare igen,2021-03-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oQLHhm/lansmusset-valkomnar-besokare-igen,https://www.svt.se/nyheter/lokalt/jonkoping/lansmusset-valkomnar-besokare-igen,original_url_found,verified_original,DG073,unique,high,"Muck Rack raw date: Mar 18, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR064,Muck Rack,Lisbeth står utan sjukpenning trots läkarintyg,Lisbeth står utan sjukpenning trots läkarintyg,2021-03-17,Sveriges Television,By Simon Fredling; Anna-Karin Hedén,Simon Fredling,https://muckrack.com/link/oQolOR/lisbeth-star-utan-sjukpenning-trots-lakarintyg,https://www.svt.se/nyheter/lokalt/jonkoping/lisbeth-star-utan-sjukpenning-trots-lakarintyg,original_url_found,verified_original,DG074,unique,high,"Muck Rack raw date: Mar 17, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR065,Muck Rack,Trots att de får öppna - länsmuseet håller stängt,Trots att de fick öppna – länsmuseet valde att hålla stängt,2021-03-11,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oKA8y0/trots-att-de-far-oppna-lansmuseet-haller-stangt,https://www.svt.se/nyheter/lokalt/jonkoping/trots-att-de-far-oppna-lansmuseet-haller-stangt,original_url_found,verified_original,DG075,unique,high,"Muck Rack raw date: Mar 11, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR066,Muck Rack,Vaktmästare såg första knivattacken: ”Jag ser hur han hugger när jag blundar på nätterna”,Vaktmästare såg första knivattacken: ”Jag ser hur han hugger när jag blundar på nätterna”,2021-03-10,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oKcqMR/vaktmastare-sag-forsta-knivattacken-jag-ser-hur-han-hugger-nar-jag-blundar-pa-natterna,https://www.svt.se/nyheter/lokalt/jonkoping/sag-forsta-knivattacken-jag-ser-hur-han-hugger-nar-jag-blundar-pa-natterna,original_url_found,verified_original,DG076,unique,high,"Muck Rack raw date: Mar 10, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR067,Both,Regionen larmar: Vi behöver hjälp från andra delar av landet,Regionen larmar: Vi behöver hjälp från andra delar av landet,2021-02-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oBsxBO/regionen-larmar-vi-behover-hjalp-fran-andra-delar-av-landet,https://www.svt.se/nyheter/lokalt/jonkoping/krislagesavtal-racker-inte-region-jonkoping-anvander-nationell-larmyta,original_url_found,mixed,DG077,unique,high,"Muck Rack raw date: Feb 24, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata. Deep Research-belägg: Deep Research evidenstabell; matchar Muck Rack-post."
MR068,Muck Rack,Jönköpingsmodell kan minska antalet självmord i Sverige,Jönköpingsmodell kan minska antalet självmord i Sverige,2021-02-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oBUKBW/jonkopingsmodell-kan-minska-antalet-sjalvmord-i-sverige,https://www.svt.se/nyheter/lokalt/jonkoping/jonkopingsmodell-kan-minska-sjalvmord-i-sverige,original_url_found,verified_original,DG078,unique,high,"Muck Rack raw date: Feb 19, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR069,Muck Rack,E-sportselever riskerar att drabbas hårt under pandemin,E-sportselever riskerar att drabbas hårt under pandemin,2021-02-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oBC346/e-sportselever-riskerar-att-drabbas-hart-under-pandemin,https://www.svt.se/nyheter/lokalt/jonkoping/e-sports-elever-riskerar-att-drabbas-hart-under-pandemin,original_url_found,verified_original,DG079,unique,high,"Muck Rack raw date: Feb 18, 2021. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR070,Muck Rack,De har åkt skridskor ute varje dag under sportlovet,De har åkt skridskor ute varje dag under sportlovet,2021-02-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oB1i8J/de-har-akt-skridskor-ute-varje-dag-under-sportlovet,https://www.svt.se/nyheter/lokalt/jonkoping/de-har-akt-skridskor-varje-dag-under-sportlovet,original_url_found,verified_original,DG080,unique,high,"Muck Rack raw date: Feb 18, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR071,Muck Rack,Sävsjö kommun spolar is för första gången på många år,Sävsjö kommun spolar is för första gången på många år,2021-02-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oB1ixT/savsjo-kommun-spolar-is-for-forsta-gangen-pa-manga-ar,https://www.svt.se/nyheter/lokalt/jonkoping/savsjo-kommun-spolar-is-for-forsta-gangen-pa-manga-ar,original_url_found,verified_original,DG081,unique,high,"Muck Rack raw date: Feb 18, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR072,Muck Rack,Här är barnens och lärarens klädtips i vintertid,Här är barnens och lärarens klädtips i vintertid,2021-02-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oBzTaE/har-ar-barnens-och-lararens-kladtips-i-vintertid,https://www.svt.se/nyheter/lokalt/jonkoping/har-ar-barnens-och-lararens-kladtips-i-vintertid,original_url_found,verified_original,DG082,unique,high,"Muck Rack raw date: Feb 17, 2021. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
